household_key,age_encoded,income_encoded,household_size_encoded,kid_category_encoded,recency,frequency,monetary,retail_discount_mean,retail_discount_usage_proportion,retail_discount_no_usage_proportion,coupon_discount_mean,coupon_discount_usage_proportion,coupon_discount_no_usage_proportion,did_not_receive_campaign_and_no_coupons_proportion,received_campaign_and_16_coupons_proportion,received_campaign_and_all_coupons_proportion,afternoon_proportion,evening_proportion,midnight_proportion,morning_proportion,night_proportion,national_proportion,private_proportion,alcohol_proportion,deli & bakery_proportion,entertainment & leisure_proportion,general_grocery_proportion,health_personal_care_proportion,home & lifestyle_proportion,meat_proportion,miscellaneous & services_proportion,produce_proportion,seafood_proportion
25,-1.0,0.0,-0.5,0.0,0.5867939679295001,-0.503020341136297,-0.4432734081021429,0.08747726151698705,0.8169020625624432,-0.8169020625624422,-0.3002523855330416,-0.05918264244738951,0.059182642447389924,0.8728860044747869,3.1339198836044373,-1.1120805352674583,0.02266257231525123,0.6389546417412894,-0.1370074405635663,0.05527023309645417,0.20399674818604172,-0.3047922971730336,0.30479229717303397,0.03606678680219289,0.564298772155632,0.04837378484347907,0.9213610532243012,0.7347162804152736,-0.9658966276735069,1.1584104638069432,-0.0021971619752535147,0.5691017339448002,0.6208899428738408
27,0.0,-0.6666666666666666,-0.5,0.0,-0.9931804349253506,1.2450379093001416,0.23373987553602177,-2.3545250979576773,-2.024780892616004,2.0247808926160022,-0.07341736013159413,0.013966286722956281,-0.013966286722956711,-0.1812899251270154,0.33772448361309193,0.021447880924580526,-0.36220888226868414,0.9486385305327499,-0.08547714517394346,-0.36260157209117233,0.6263543645909373,1.2043292226028992,-1.2043292226028972,0.17136554082790945,1.6157837134610797,0.18523053492165306,1.3558568563353028,2.3733743881261615,-0.8481252592141427,1.192444697338454,0.9208524835045118,0.7357255855432171,-3.269779512599659
31,-1.0,-0.3333333333333333,0.0,0.0,-0.33246603203239816,-0.9194292384175686,-0.06990118198692541,1.30534168037161,1.5781742650148385,-1.5781742650148367,1.6648056212009696,1.9429806166219614,-1.9429806166219605,-0.12835137640875152,-0.33528836423089486,0.11347626024460315,1.0498373188819645,1.2349336978817935,0.12155676356152069,1.3799924360891667,-3.926544058903495,0.4472300347566085,-0.4472300347566078,0.0184202910345432,1.0268557442174988,0.0305240856469162,0.809838496447396,0.7190039784212774,0.14748084801729366,0.3516942611845285,1.2922561214730606,0.8712149262229846,-3.6841507630245487
39,-1.0,1.0,0.0,0.0,1.282296460869724,-1.0232728430674185,0.08386405888052695,-0.345088289026986,0.008064961219370824,-0.008064961219371645,0.6207925048826173,0.2634945523599862,-0.26349455235998653,0.01785935761462646,-0.1122255237231012,-0.013570278299266133,-0.003571816592186536,-0.384752749069989,-0.2158319479942829,0.4413385875652664,1.069710287640729,0.3739200424711134,-0.3739200424711137,1.0014590544217223,-0.586231610080714,1.158017604489321,-0.11399828999845352,-0.43645831653184947,-1.1648470551667611,0.05333398249529102,-1.3096832791801862,-0.23783603076312412,-0.01974179592702991
40,0.0,-1.3333333333333333,0.0,0.0,-0.33246603203239816,1.2316182928135957,1.1940080133569757,-0.9592225800017474,-1.0279474303553793,1.027947430355378,-0.17677753148010047,-0.18945663749878483,0.1894566374987852,-0.09627665646095337,-0.29550049859691363,0.08728045132202382,0.46207039870652916,0.15006627190123975,-0.08107315231507588,1.0342807937076146,-1.1167194286025464,-0.8985816270478588,0.8985816270478583,-0.15144915861860486,-0.3869788815953043,-0.1413014495141769,-0.2845810288677951,0.55929657838843,-0.20622187212377585,0.06299598183483289,0.7451297779257753,0.6511493239891956,0.7706739591291207
42,2.0,0.0,-0.5,0.0,-0.33246603203239816,-0.5754165610382359,-0.9458984099597106,0.33982010202525115,0.24229023785463363,-0.24229023785463416,1.1224153045385994,0.572536213154299,-0.5725362131542988,0.9248446766529466,2.91604650926338,-1.1028174566955637,0.5984434908753868,0.35910760516125617,0.18660344959603928,2.172867555204691,-3.705621561042388,-0.9735052491530085,0.9735052491530084,-0.011756304226143576,0.23163673937960466,0.0,0.4707862848501181,1.086369470556436,-1.007524438032303,1.2249839757441436,-0.1177205689254448,0.5831798418019086,1.3273682921887624
43,-1.0,-1.0,1.5,3.0,-0.33246603203239816,-0.34571429053187774,-1.7900002199857896,-1.9594512200273497,-1.3370341989705148,1.3370341989705137,0.5903806533040369,0.49937990850092406,-0.4993799085009234,0.13886960624557027,-1.170295724255646,0.10883549115156775,-0.24582804160618812,-0.493382697073141,0.8137436692351588,-0.27041197079074214,-1.227747805647669,-0.5218884187711994,0.521888418771199,0.21883781299893185,-0.5279962750713182,0.23324946114855524,1.4574672913829498,2.9351173197024774,-0.8068028206025202,0.5640393641876252,1.8921996118741382,0.9519602652495749,-3.141163914491228
46,0.0,1.3333333333333333,1.5,3.0,-0.9931804349253506,-0.018167833753322152,0.6835532634368925,0.921372096701532,0.13985583298548973,-0.13985583298549073,-0.3002523855330416,-0.1124692622969324,0.11246926229693234,-0.1792788031998915,0.04967391290277611,0.07300866467438247,-0.48290605700750205,-0.4730323779143727,0.6289514023760097,-0.5533025013285858,-0.03306223651907651,0.5243779063629663,-0.5243779063629659,0.7683416984010923,-0.9936402080093423,1.0553506884603079,-1.2920475183386222,-0.6949055368644155,-0.14689808408528746,-0.988421965865066,-0.70387891102855,-0.9282152518069213,-0.5826256935765443
48,-3.0,-0.3333333333333333,0.0,0.0,0.0,-1.3710192350683825,-1.5010115748007025,0.419567570540406,0.0809434940444166,-0.08094349404441697,-0.3002523855330416,0.2594363754061882,-0.25943637540618764,1.064219949946223,2.1923468543480293,-1.0524673724901004,-0.2815634766897786,0.2709349822219802,-0.19959090012407532,0.4801039887143899,0.6206111998802185,-0.00770844624051712,0.007708446240517589,-0.13536877320391613,-1.3822808518726695,-0.12503589478896135,-0.03315161281719386,0.7914846429909245,0.19689042018738495,0.2030333081991716,0.08903365474888769,-0.125135146645978,0.6960055146241728
49,-1.0,-0.3333333333333333,0.0,0.0,0.7960742696239341,-0.17531868465461772,0.3684944393365177,1.2311122532496397,0.9373453566152611,-0.9373453566152611,-0.12684705060395313,-0.06601947179491569,0.06601947179491521,-0.10185649425942342,-0.5088055025959944,0.12962952143047146,-1.041810991298744,-0.6511364154549244,0.9358447778690172,-0.8804123341311638,0.0913962597166704,0.2852335241996151,-0.2852335241996143,-0.12430333708140444,-0.0065734983927914934,-0.1138430376423483,0.1767111521524252,0.20096128118281803,0.17557866584111673,0.17695456061736423,0.47944628907620396,-0.2137859570466368,-0.2315127382895795
52,0.0,0.0,0.0,0.0,-0.9931804349253506,0.0,0.18269444473231133,-0.9920768379054214,-0.5367729116607294,0.5367729116607287,-0.3002523855330416,-1.1826406959760998,1.1826406959760993,-0.13245873454031723,-0.1840645747495497,0.08820641449879907,-1.0151839896113124,-0.31293672182490834,0.7016681733249504,-0.5913176589566023,0.18541967295757078,0.6898548700697247,-0.6898548700697241,-0.15722826827299055,0.10201484681185176,-0.14714710693607966,-0.02171176588181137,-0.22145367472945524,0.21960038366681814,-0.2279629122669322,-0.1618962379439996,0.3787310643416762,0.5580964230146713
55,2.0,-0.3333333333333333,0.0,0.0,0.7363548749033462,0.01787330329982724,-1.5930507006555035,0.02405518854806003,1.092396345327118,-1.0923963453271168,-0.3002523855330416,-4.325486950331671,4.325486950331669,0.08195530343283963,0.13340102199939913,-0.09633680191510896,-0.635238242449086,0.20747976634315324,-0.1974763045779596,0.16966210288317563,1.423008562775632,0.06268850071939414,-0.06268850071939377,0.20272196816021582,1.664573441345534,1.727076309299708,1.715453217844986,1.854536848627287,-0.8208309254006886,1.3838873510415657,-4.624389152262435,0.9401102041118602,-3.184826223627957
56,1.0,0.6666666666666666,1.0,2.0,0.0,0.4504378253297587,0.412131405562051,0.11614865202959335,-0.2522418577379948,0.25224185773799435,0.7533279315050793,0.49060364850587035,-0.4906036485058702,0.06881082544559558,-0.5913085342541078,0.0441180894344873,0.5597597397914967,-0.2780980358548553,-0.10180912026394556,0.8329129604119045,-0.4930233613831968,-0.27308704172387566,0.2730870417238756,-0.256756005364291,-0.3828589052758703,0.9142905974092785,-0.5006876979429139,-0.23871059311330187,0.04528342032319743,-0.26983917566654003,-0.549909054494085,-0.6483144476541153,0.07613103080019784
57,0.0,-0.3333333333333333,0.0,0.0,0.0,0.40813397565957465,-0.4587572191000863,0.23621690036231247,-0.35177537517170543,0.35177537517170515,-0.10478705755783332,-0.34586881367777056,0.3458688136777713,0.21739924237509614,0.125916997346282,-0.17481898795826448,-1.211422445240303,-0.9672973141193856,0.8908365606155836,-0.3471963850734953,0.12398812521993624,0.8645164285463988,-0.8645164285463978,1.220181489508528,0.22865055491509495,-0.09857244842224569,0.0650873625323944,1.013528431046127,-1.0923504487073104,-0.6932396942429792,0.8692311772454502,0.041488860022616494,-0.4282451942242168
58,-2.0,1.3333333333333333,1.0,2.0,-0.9931804349253506,0.7861781869581187,0.9293057732579463,0.1317324353928934,0.3257886764691295,-0.32578867646912923,0.8857005102995497,0.6005730636464048,-0.6005730636464045,-0.12299490283903139,-0.5184940988211002,0.1438660580655344,-0.029610447507682724,-0.08792543049089523,-0.15543984017239706,0.981014567232081,-0.02935470363193876,0.49876391077514914,-0.4987639107751478,1.0503634028995086,-0.5643918639881252,0.7005935109132678,-1.4072197281788934,-1.30815145263409,-0.17549532040159277,-1.4821094611762191,-0.29005267030997123,-0.6710896740662178,-0.32314298863474994
67,0.0,-1.3333333333333333,1.5,3.0,0.0,0.5940452049405084,0.8397394869948452,1.3390824377242303,0.6216500970497945,-0.6216500970497943,1.639501918487585,1.282696815527153,-1.282696815527152,-0.15637640953089668,-0.1918063176842973,0.10372500291460174,0.2549430821792755,-0.2763144070237146,-0.18465536655613335,0.4950601625863913,0.5116259422962368,0.35439563597654955,-0.35439563597654894,1.0504007058386604,-0.7015744904811683,1.0447798112738547,-1.3271531363198057,-1.502741931125067,-0.041426300140672175,-1.5570662100916366,-0.34498162901834384,-1.075096138658362,-1.1761257737213997
71,-1.0,-0.6666666666666666,0.0,0.0,-0.9931804349253506,-0.5605749090415736,-0.36627854388458236,1.117041291039966,0.454510121010098,-0.45451012101009736,0.3470872916406788,0.5756291644315584,-0.5756291644315583,0.9764521886987534,2.6700111624728344,-1.0881904594967122,-0.8287706448299303,-0.8732649677871497,1.109821022765268,-0.2733695974121094,-1.216379193318498,0.012296781976530074,-0.012296781976529588,1.0790988633627918,-0.28726235303013814,-0.3023144918870906,-0.9037534208770066,-0.5234096379619841,-0.05798497772434568,-0.10711008460248811,-0.6211112102609374,-0.6347048494691955,0.3198960387115413
74,2.0,-1.0,0.0,0.0,1.5643412828583978,-0.0745329859306177,-0.9129950467641196,1.189540489554758,0.6991598151873248,-0.6991598151873242,-0.022798277789542073,0.1811502550111698,-0.18115025501116971,0.02957915879669628,-0.24539423019420215,0.0039053969917202387,1.5536773113273883,0.3022464259253311,0.18001146083798927,1.3636292840708208,-3.728010382227343,-0.8128947093068396,0.8128947093068392,-0.002359298940163734,1.124058940792781,0.009505213947958323,0.6645260994834485,0.388529234223763,-0.9993447753301663,0.6029644982876523,0.5920724660675996,1.0784167367440862,0.5038212185021411
77,-1.0,0.6666666666666666,1.5,3.0,-0.33246603203239816,-0.6056740880127598,0.3285982178621674,0.054332444582592516,0.43945097570731584,-0.43945097570731656,0.5061164913848804,0.31643190664636084,-0.31643190664636117,0.0938730373777878,-0.3553264466425068,-0.013869572710609273,-0.2954289028087444,-0.6825226915082337,0.9626964152534361,-0.17993383727849263,-1.5966056640752844,-0.7746090907887068,0.7746090907887061,1.0139070157196344,-1.1607513539313858,1.1449611353555627,-1.020930266857186,-1.1668666695667014,-0.22929999283190444,-1.1970082537049718,-1.6055019374640027,-1.193096472107476,0.03203610338523632
78,1.0,-0.6666666666666666,-0.5,0.0,0.0,0.5024280930229067,-0.6947114382236224,-0.6646045509581896,-0.4686961788197922,0.4686961788197913,-0.3002523855330416,-4.325486950331671,4.325486950331669,-0.020473459211620647,0.17388430956688863,-0.04336178531202829,-1.2147559125714769,-1.3941560245502314,0.9916182744688848,-0.5437594868151568,0.4382558515713212,-0.3667796212004635,0.36677962120046387,0.09088669648345865,-0.9687052875400807,0.10382495830462599,1.2077327856027595,1.5048861277570058,0.4465585020946654,0.862343847323076,-0.01310514340348502,0.5859704079509076,-3.487819101333631
80,0.0,0.0,0.0,0.0,1.0995431298283627,-0.503020341136297,-0.49629061958826304,0.8523625023248765,0.9301725800335038,-0.9301725800335031,0.18644087436917087,0.31714480007511714,-0.317144800075117,0.02325176898136006,-0.6782907691803579,0.08690576419054184,0.11648410262937559,0.07086391951144189,-0.19720919073892096,0.21907163985074418,0.6807356003407092,-0.6709967764642891,0.6709967764642891,-0.14498894450317015,0.6090390303860203,1.1582915937970517,-0.027848569726024768,-0.34815010858188866,-1.123497349105063,0.28420069133749204,0.20812806435912193,0.328397257557318,0.3375851513696664
85,-2.0,-0.3333333333333333,-0.5,0.0,-0.33246603203239816,0.8442144372947809,0.004865211777456424,0.22109311659241246,0.9790008058536677,-0.9790008058536671,-0.19523295842351893,-0.6638886326248075,0.6638886326248072,-0.03891492962568478,0.09532658255927698,-0.01810427025901059,-0.6506966768519109,-0.5255595990336197,0.7269064996718729,-0.651801838816185,-0.016062667540520235,-0.4025827242527669,0.40258272425276664,-0.1632248417570026,0.5676821943514582,-0.15321273233327182,-0.08310077129667638,-0.06693084812950098,0.025602100535971502,-0.001018791862081181,-0.018004345388523007,-0.16354162140598583,0.8760588286216003
86,2.0,-0.3333333333333333,-0.5,0.0,1.4314625536212113,-1.490877682397635,-0.17118019739125134,-0.08777558109285219,-0.7040257903789977,0.7040257903789965,-0.3002523855330416,-0.9651480788384962,0.9651480788384953,0.927137565118143,2.9057375153329694,-1.1022815225796068,0.12157447429189742,0.19381812164544654,-0.18578967734376534,0.26947743796604245,0.4555485523987589,0.757040253500496,-0.757040253500495,-0.15493965204455806,0.5804733674448175,1.3801584930909356,-0.04529990152476497,-0.1287205960520672,-1.1321589842599988,0.1071246317156537,-0.6606383541391216,0.05888369064326088,0.6851225324596548
97,0.0,0.3333333333333333,-0.5,0.0,0.4898609098412687,0.3180590983880265,0.14801891070163808,0.19581792756227667,0.8414502703744375,-0.8414502703744373,-0.22161494608635574,-1.2261374990847436,1.226137499084743,-0.016459085919590007,-0.35268826777360435,0.05069498475629225,0.22322168913700208,0.16581431298458027,-0.17615273995936265,0.22110671681596272,0.3960255308574497,-0.2306184278516551,0.23061842785165618,-0.1095583788195493,-0.208029788438438,-0.09892828781861926,0.28922882562612323,-0.5648297663754559,0.21632935572931453,0.3958551458309192,0.7095330454295958,0.0872200368513821,-0.42806761615724076
98,-1.0,-0.3333333333333333,0.0,1.0,-0.33246603203239816,0.4738652302136467,-0.6765130085530281,-0.622413911488054,-0.24865765594440017,0.24865765594439962,-0.3002523855330416,-1.0765780272638263,1.076578027263825,0.14639138181689948,-0.7005006699088512,0.01837427674793325,-0.8663472471869119,-0.5354734202919215,0.8214159428931976,-0.6788103716392111,-0.060623583598138235,0.27519723351751635,-0.2751972335175161,0.10885859905496946,-0.328950201640185,0.12200381143871361,1.3035661158386824,1.530933272638017,-0.9025346891000213,0.944425409249319,0.0657527670335652,0.6518392144009076,-0.036349146697252734
101,0.0,-1.3333333333333333,1.0,2.0,0.21458789218599925,0.6686169895929546,0.40516212065561463,2.415535340208645,1.0783210819163151,-1.0783210819163138,0.614892187341456,0.5192131446733067,-0.5192131446733063,-0.07645480580665436,0.1347883037569411,-0.0031982233153463476,1.1170328920274097,0.9584885249303231,0.12241638306743012,1.5484738541093492,-3.92362447452444,-0.8040009512472985,0.8040009512472974,-0.14755719761711864,0.2726389914140533,-0.13736467169290326,0.04992863319294836,-0.722667631931655,0.17223379072167191,0.3482868551637672,1.2041977720921506,-0.6942817153183788,-0.09392412017531455
104,-1.0,-0.3333333333333333,1.5,3.0,-0.9931804349253506,-0.10382576917433023,0.38668533552725126,0.6525519424936639,1.1464979659109074,-1.146497965910907,1.6064710171628713,1.1282445517832078,-1.128244551783207,-0.1810582460556595,-0.42245039784181576,0.16051093929192606,0.4039837176329315,0.16690603854912703,-0.07390541206915308,1.1335375974623036,-1.2098101760116773,1.3687407224741277,-1.3687407224741268,0.05105327314766052,0.6806685147750976,0.06353284400186415,0.9303042191832968,1.1473206585447226,0.04593967929598114,0.7325225209870692,0.7115354060348105,1.1861610617380267,-3.5957389318524506
105,-2.0,-1.3333333333333333,0.5,2.0,-0.33246603203239816,0.24150267733014263,-0.020774410457518773,0.2823150146125557,0.338240875489425,-0.3382408754894249,0.9580886176157128,0.42898814566978627,-0.428988145669787,-0.1338339055132766,-0.12402835306141602,0.07802361287214203,0.24715208834139113,0.1772882045048097,-0.11563650955154642,0.9699751004938869,-0.7172868825255192,-0.2801856638734474,0.2801856638734476,-0.09830587226060009,0.39169534739721706,-0.08754620607676952,0.2530772624125988,-0.6314824046357255,0.0993357613399589,0.8051837539986735,-0.712842621726581,0.3323388937917141,0.29857155051645706
109,-2.0,-1.0,0.0,0.0,0.21458789218599925,-0.37048708719911183,-0.3257921853438172,-1.1963441092951637,-0.9056260753755914,0.9056260753755913,-0.09513674864416222,-0.771837965249522,0.7718379652495221,0.07693903970483162,0.32034962785652793,-0.12761255157157161,0.17851213145104994,0.3108080155943904,-0.16640004301913122,-0.36349711612241303,0.946844664204941,-0.1564743824782429,0.15647438247824247,1.2383893342910623,-1.1414342786838971,-0.2580834054988656,-0.5294499985348899,-0.7251025377979756,0.1476883563164808,-0.34875718833884883,-1.3962509028221939,-0.11638513930431674,0.0924753419949967
110,-2.0,-0.3333333333333333,-0.5,0.0,-0.9931804349253506,0.3511165812802313,-0.33851444860241503,-0.4729902421036992,0.18230320228112454,-0.18230320228112412,-0.22885547684875027,-0.7684177814535166,0.7684177814535167,0.9694115356489377,2.7052638737967674,-1.0904948672872228,-0.8582543822004441,-0.6433828147553202,0.7817411377432814,-0.595284073870389,0.07554598659501413,-1.1528871422367153,1.1528871422367155,1.0909729894881803,-1.6796641284356741,-0.2753981441976196,-0.5917825800561348,-0.8589888082180649,0.019369180092485495,-0.433076388782012,0.13818494144199106,-0.37986729458832535,0.352066351270627
113,-1.0,1.0,1.0,2.0,0.0,0.5732081894134208,1.404007236355947,-0.013291646561263975,0.26522028896500816,-0.26522028896500754,0.6384899755728368,0.46625929377876474,-0.46625929377876413,-0.17211794723944884,-0.28413868892352445,0.12991308776625238,1.3197653037783428,0.8553677768985569,0.13762056382604526,1.3575955181684882,-3.871985478045165,0.10955599127795226,-0.10955599127795218,0.9210060251358645,-0.07953206987660666,-0.2310206298461754,-0.4552943869427954,-0.4771277181882884,-0.044146236659056357,-0.5317440011791597,0.17719625287412802,0.035026049715590174,-0.6736081285983908
114,-2.0,-0.3333333333333333,0.0,0.0,0.21458789218599925,-0.5904480860774748,-0.38633889610251104,-0.0018775233255206173,-0.311026440504411,0.31102644050441036,-0.149227459955725,-0.6205619348723967,0.6205619348723956,0.9153939698417289,2.9579150631508653,-1.1049124498716412,-0.22594511073581422,0.30665649668975153,-0.18654677428059063,-0.22626023489390507,1.3010033017676566,0.13106465862380728,-0.13106465862380592,-0.2948316364906206,-0.5301010750016661,1.2953545719153678,-0.7168543126072843,-0.09032696087858706,0.14406905745896323,-0.38287078755457904,-0.4841877898075791,-1.5982476250892963,-0.4443833515359132
117,2.0,-0.3333333333333333,0.0,0.0,-0.9931804349253506,-0.503020341136297,-0.6675911585378306,-0.6101167239168486,-0.1406648613137536,0.14066486131375305,0.6335228958428863,0.3349908197080761,-0.3349908197080759,-0.034750318066974005,-0.02121944939696738,0.0007817932353766198,0.6695211773030175,-0.30715647230054716,-0.10226961386781461,0.3809750042504686,-0.05706184516803058,-0.21918824596732364,0.21918824596732425,-0.22205879049092672,-1.5378171230771236,1.18534003698934,-0.3091129673097061,-0.6510678095311183,-0.10205469739143667,-0.4685915199410146,-0.46852819999898104,0.3047207546734959,0.12213548061777471
118,0.0,-0.3333333333333333,-0.5,0.0,0.3698347972838555,-0.5605749090415736,-0.037064760394706596,-0.9233696988134109,-0.27280662430714625,0.27280662430714664,-0.17052901291638498,-0.8079672202791716,0.8079672202791712,-0.042308394740367225,-0.07984857754590083,0.015973639570374586,0.33479841062694915,0.7698294866369089,-0.08694481113779921,-0.29489342210897224,-0.029661443115686904,-0.28635914584251926,0.2863591458425192,1.4614201836682421,-1.0142039438878818,-0.09625250192291637,0.27980641858268374,0.18982515244341122,-1.09035403074603,-0.37958243635401917,0.3835815801816213,0.492057499292299,0.016743988897648242
119,0.0,1.0,-0.5,0.0,0.0,-1.0673988118775237,-0.6570969495038882,-1.527617598116114,-1.1727967567767612,1.1727967567767614,-0.3002523855330416,-0.2591287112831179,0.25912871128311776,0.9255672283514167,2.9128042219458097,-1.1026497334598662,-1.3166917654907633,-0.8378150086907907,0.8931251609724212,-0.4144944483176319,0.18046109534311794,1.1093977854023631,-1.1093977854023633,-0.17089680866947954,0.49318569300913045,-0.16097304369688797,-0.2022667731835411,0.2099367076987536,0.30622875909923974,0.0554920596186907,-0.9363561295888146,-0.0026961936634369798,0.6255234559189679
